წლის	284866
წელს	257058
ერთი	177108
შემდეგ	122517
პირველი	90392
ქალაქი	81720
წლებში	79152
დროს	73512
რომლებიც	71334
საქართველოს	70223
დიდი	68175
ასევე	65509
ადამიანს	63473
ნაწილი	59965
მოსახლეობა	56163
სამხრეთ	50775
მიიღო	49400
მუნიციპალიტეტი	47508
ჩრდილოეთ	46198
საუკუნის	44125
ეკლესია	43659
რუსეთის	43285
სოფელი	42161
მდებარეობს	41587
აღმოსავლეთით	41326
სახელმწიფო	41165
მეორე	40558
დასავლეთ	39815
ახალი	39468
სახელი	38835
საბჭოთა	38614
კმ	38495
დაიწყო	37862
ადგილი	37744
მსოფლიო	37557
ცნობილი	36652
პერიოდში	34748
ჯგუფის	34039
რაიონში	33487
ორი	33276
წევრი	33003
უნივერსიტეტის	32927
თბილისის	32804
ძირითადად	32188
ტერიტორიაზე	31997
ეროვნული	31513
მეფე	30986
მთავარი	30767
ზღვის	29227
ქვეყნის	28993
რამდენიმე	28185
საშუალო	28154
პროვინციის	27882
სხვადასხვა	27079
ცენტრი	26984
კუნძულის	26469
როდესაც	26426
მონაცემებით	26141
სკოლა	25187
პრეზიდენტი	25026
ოჯახში	24721
სამი	24617
რესპუბლიკის	24193
მდინარე	24154
ქართული	23801
სამეფო	23611
ბრძოლაში	23380
მეცნიერების	23115
მხარეს	23101
არსებობს	22930
სამხედრო	22924
რეგიონში	22712
საერთაშორისო	22237
მნიშვნელოვანი	21897
შემადგენლობაში	21391
საკუთარი	21296
სიმღერა	20976
ფილმი	20945
ხელი	20936
პარტიის	20697
ისტორიის	20675
შედგა	20640
ქართველი	20277
ცხოვრობს	20223
მუზეუმი	20160
ინსტიტუტის	20062
ალბომი	19779
ხშირად	19711
მთელი	19599
სისტემა	19579
ძველი	19492
ინგლ	19414
სახლი	19344
პოლიტიკური	19245
აშშ	19238
მუშაობდა	19066
მეტრზე	18727
საზოგადოების	18725
წინააღმდეგ	18689
საფრანგეთის	18479
მცირე	18317
ევროპის	18247
შეადგენს	18222
მთავრობის	18103
მაისს	18080
აზერბაიჯანის	18016
რაოდენობა	17805
დაიბადა	17772
ცხოვრების	17538
მოგვიანებით	17517
ძეგლი	17370
ფორმის	17168
შვილი	16941
წლამდე	16879
შენობა	16878
სოფლის	16716
